businessUnit_name,Description,Address,City,County,State,Postal Code,Business Unit #,Grocery delivery service offered,Grocery delivery status,Online grocery pickup service offered,Online grocery pickup status
"NORTH BERGEN, NJ",WM Supercenter,2100 88TH ST,NORTH BERGEN,HUDSON,NJ,07047-4709,3795,No,Available,Yes,Available
SPRINGFIELD MO,Neighborhood Market,3536 W MOUNT VERNON ST,SPRINGFIELD,GREENE,MO,65802-0000,3062,No,,Yes,
CHANDLER OK,WM Supercenter,3100 E 1ST ST,CHANDLER,LINCOLN,OK,74834-9585,387,Yes,Available,Yes,Available
"ONTARIO, CA",WM Supercenter,1333 N MOUNTAIN AVE,ONTARIO,SAN BERNARDINO,CA,91762-1105,3796,No,Available,Yes,Available
"ARLINGTON, TX",Neighborhood Market,5401 PARK SPRINGS BLVD,ARLINGTON,TARRANT,TX,76017-3418,3870,No,,Yes,Not Available
"RAPID CITY (S), SD",WM Supercenter,100 STUMER RD,RAPID CITY,PENNINGTON,SD,57701-6417,3872,Yes,Available,Yes,Available
"MESA (COUNTRY CLUB), AZ",WM Supercenter,240 W BASELINE RD,MESA,MARICOPA,AZ,85210-6107,3799,No,Available,No,Available
IDABEL OK,WM Supercenter,1907 SE WASHINGTON ST,IDABEL,MCCURTAIN,OK,74745-5253,38,No,,Yes,Available
SARASOTA FL,Neighborhood Market,3500 N TAMIAMI TRAIL,SARASOTA,SARASOTA,FL,34234-5358,3066,No,,No,
"DAWSONVILLE, GA",WM Supercenter,98 POWER CENTER DR,DAWSONVILLE,DAWSON,GA,30534-9431,3874,No,,No,Not Available
NORCROSS E GA,WM Supercenter,4975 JIMMY CARTER BLVD,NORCROSS,GWINNETT,GA,30093-3535,3067,No,Available,Yes,Available
"WAHPETON, ND",WM Supercenter,1625 COMMERCE DR,WAHPETON,RICHLAND,ND,58075-3168,3875,No,,Yes,
"MUSKEGON (W), MI",WM Supercenter,3285 HENRY ST,MUSKEGON,MUSKEGON,MI,49441-4019,3876,No,,No,
"GAINSVILLE (WALDO), FL",WM Supercenter,1800 NE 12TH AVE,GAINESVILLE,ALACHUA,FL,32641-4610,3877,Yes,,Yes,
MARIETTA OLD CANTON GA,Neighborhood Market,3101 ROSWELL RD,MARIETTA,COBB,GA,30062-7621,3069,No,,No,
"MARYSVILLE (E), WA",WM Supercenter,8713 64TH ST NE,MARYSVILLE,SNOHOMISH,WA,98270-7704,3801,Yes,Available,Yes,Available
W MONROE LA,WM Supercenter,1025 GLENWOOD DR,WEST MONROE,OUACHITA,LA,71291-5501,307,Yes,Available,Yes,Available
"MIDDLETOWN (W), DE",WM Supercenter,705 MIDDLETOWN WARWICK RD,MIDDLETOWN,NEW CASTLE,DE,19709-9095,3802,No,,Yes,Not Available
DUNWOODY PEELER GA,Neighborhood Market,5025 WINTERS CHAPEL RD,DUNWOODY,GWINNETT,GA,30360-1700,3070,Yes,Available,No,Not Available
"WEST HAVEN, CT",Wal-Mart,515 SAW MILL RD,WEST HAVEN,NEW HAVEN,CT,06516-4000,3803,Yes,Available,Yes,Available
TUCKER PLEASANTDALE GA,Neighborhood Market,3201 TUCKER NORCROSS RD,TUCKER,DEKALB,GA,30084-0000,3071,No,,Yes,
FT SMITH AR,WM Supercenter,2100 N 62ND ST,FORT SMITH,SEBASTIAN,AR,72904-5163,388,No,Available,No,Available
RANDALLSTOWN MD,WM Supercenter,8730 LIBERTY RD,RANDALLSTOWN,BALTIMORE,MD,21133-4710,3804,Yes,Available,Yes,Available
SNELLVILLE MCGEE GA,Neighborhood Market,2912 W MAIN ST,SNELLVILLE,GWINNETT,GA,30078-3148,3072,Yes,Available,No,Available
ASHLAND CHARTER HILL VA,Neighborhood Market,9714 SLIDING HILL RD,ASHLAND,HANOVER,VA,23005-0000,3880,No,Available,Yes,Available
"WOODLAND PARK, CO",WM Supercenter,19600 E US HIGHWAY 24,WOODLAND PARK,EL PASO,CO,80863-8758,3805,Yes,Available,Yes,Available
"FAIRMONT, MN",WM Supercenter,1250 GOEMANN RD,FAIRMONT,MARTIN,MN,56031-4659,3806,No,,Yes,
LAWRENCEVILLE GA,Neighborhood Market,3059 LAWRENCEVILLE HWY,LAWRENCEVILLE,GWINNETT,GA,30044-6426,3074,No,,Yes,
"BENSON, AZ",WM Supercenter,201 S PRICKLY PEAR AVE,BENSON,COCHISE,AZ,85602-6446,3807,No,,No,
PANAMA CITY 23RD FL,WM Supercenter,513 W 23RD ST,PANAMA CITY,BAY,FL,32405-3920,3075,No,Not Available,Yes,Not Available
"UPPER SANDUSKY, OH",WM Supercenter,1855 E WYANDOT AVE,UPPER SANDUSKY,WYANDOT,OH,43351-9763,3809,No,,Yes,
"KAPOLEI, HI",Wal-Mart,91-600 FARRINGTON HWY,KAPOLEI,HONOLULU,HI,96707-4511,3883,No,Not Available,No,Not Available
HAYMARKET VA,WM Supercenter,6530 TRADING SQ,HAYMARKET,PRINCE WILLIAM,VA,20169-2278,3077,No,Not Available,No,Not Available
COPPERAS COVE TX,WM Supercenter,2720 E HIGHWAY 190,COPPERAS COVE,CORYELL,TX,76522-2584,381,No,Available,Yes,Available
"TUCSON, AZ",WM Supercenter,3435 E BROADWAY BLVD,TUCSON,PIMA,AZ,85716-5410,3884,No,Available,Yes,Available
EAST BRUNSWICK NJ,WM Supercenter,290 STATE ROUTE 18,EAST BRUNSWICK,MIDDLESEX,NJ,08816-1995,3078,No,Not Available,No,Not Available
"EAST GREENVILLE, PA",WM Supercenter,620 GRAVEL PIKE,EAST GREENVILLE,MONTGOMERY,PA,18041-2130,3810,No,,No,Available
RICHMOND AZALEA VA,Neighborhood Market,5221 BROOK ROAD,RICHMOND,HENRICO,VA,23227-0000,3885,No,,No,Available
"EDINBURG (S), TX",WM Supercenter,4101 S MCCOLL RD,EDINBURG,HIDALGO,TX,78539-8387,3886,No,Available,Yes,Available
MANCHESTER TN,WM Supercenter,2518 HILLSBORO BLVD,MANCHESTER,COFFEE,TN,37355-6535,308,Yes,Available,Yes,Available
"COLUMUS (U.ARLING), OH",WM Supercenter,2700 BETHEL RD,COLUMBUS,FRANKLIN,OH,43220-2217,3812,No,Available,Yes,Available
"AVON PARK, FL",WM Supercenter,1041 US HIGHWAY 27 N,AVON PARK,HIGHLANDS,FL,33825-2504,3887,No,Available,Yes,Available
"SAN ANTONIO (SW1604), TX",WM Supercenter,11210 POTRANCO RD,SAN ANTONIO,BEXAR,TX,78253-5844,3888,Yes,Available,Yes,Available
SACRAMENTO SE CA,WM Supercenter,8915 GERBER ROAD,SACRAMENTO,SACRAMENTO,CA,95829-0000,3081,No,,Yes,Not Available
"APEX, NC",WM Supercenter,3151 APEX PEAKWAY,APEX,WAKE,NC,27502-5709,3889,No,Available,No,Available
COLORADO SPRINGS CHELTON CO,Neighborhood Market,1622 S ACADEMY BLVD,COLORADO SPRINGS,EL PASO,CO,80916-0000,3082,No,,Yes,
EDMOND OK,WM Supercenter,1225 W I-35 FRONTAGE,EDMOND,OKLAHOMA,OK,73034-7394,389,No,Available,Yes,Available
KILLEEN TX,Walmart Fuel Station,1380 LOWES BOULEVARD,KILLEEN,BELL,TX,76542-5201,3816,No,,No,
COLORADO SPRINGS PLATTE CO,Neighborhood Market,665 N MURRAY BLVD,COLORADO SPRINGS,EL PASO,CO,80915-3405,3083,Yes,,Yes,
"ORLANDO (AVALON PKWY), FL",Neighborhood Market,433 AVALON PARK SOUTH BLVD,ORLANDO,ORANGE,FL,32828-6996,3817,No,,Yes,
ESCONDIDO VALLEY CA,Neighborhood Market,1266 E VALLEY PKWY,ESCONDIDO,SAN DIEGO,CA,92027-2310,3084,Yes,Available,Yes,Available
"WAUKEGAN, IL",WM Supercenter,3900 FOUNTAIN SQUARE PL,WAUKEGAN,LAKE,IL,60085-6708,3891,Yes,Available,Yes,Available
OTTAWA KS,WM Supercenter,2101 S PRINCETON ST,OTTAWA,FRANKLIN,KS,66067-4007,382,No,,Yes,Available
"ZION, IL",WM Supercenter,4000 IL ROUTE 173,ZION,LAKE,IL,60099-5107,3893,No,Available,No,Available
"LEXINGTON (E), KY",WM Supercenter,2350 GREY LAG WAY,LEXINGTON,FAYETTE,KY,40509-2477,3894,Yes,Available,Yes,Available
OXNARD CA,Wal-Mart,2701 SAVIERS RD,OXNARD,VENTURA,CA,93033-4517,3087,Yes,Available,Yes,Available
ST CLOUD MN,WM Supercenter,3601 2ND ST SOUTH,ST CLOUD,STEARNS,MN,56301-3762,3088,No,Not Available,Yes,Not Available
"PEORIA (LAKE PLESNT), AZ",WM Supercenter,21655 N LAKE PLEASANT PKWY,PEORIA,MARICOPA,AZ,85382-7436,3896,No,Available,Yes,Available
"LINCOLN (NE), NE",WM Supercenter,3400 N 85TH ST,LINCOLN,LANCASTER,NE,68507-9435,3823,No,Not Available,Yes,Not Available
"TWIN FALLS (N), ID",WM Supercenter,252 CHENEY DR W,TWIN FALLS,TWIN FALLS,ID,83301-3721,3897,No,,Yes,Available
ABBEVILLE LA,WM Supercenter,3005 CHARITY STREET,ABBEVILLE,VERMILION PARISH,LA,70510-4140,309,No,Not Available,No,Not Available
"WESTMINSTER (72ND), CO",WM Supercenter,7155 SHERIDAN BLVD,WESTMINSTER,JEFFERSON,CO,80003-3803,3824,No,Available,Yes,Available
ROCKLIN PACIFIC CA,Neighborhood Market,5609 PACIFIC ST,ROCKLIN,PLACER,CA,95677-3174,3090,Yes,,Yes,Available
CHARLESTON BRIDGETOWN SC,Neighborhood Market,215 SAINT JAMES AVE,GOOSE CREEK,BERKELEY,SC,29445-2938,3899,Yes,Available,No,Available
"HAVELOCK, NC",WM Supercenter,566 US HIGHWAY 70 W,HAVELOCK,CRAVEN,NC,28532-9569,3825,No,,Yes,Available
FORT SCOTT KS,WM Supercenter,2500 S MAIN ST,FORT SCOTT,BOURBON,KS,66701-8724,39,No,,No,Available
"LUBBOCK (TXTECH), TX",WM Supercenter,1911 MARSHA SHARP FWY,LUBBOCK,LUBBOCK,TX,79415-4036,3826,Yes,Available,Yes,Available
WAVERLY TN,WM Supercenter,275 WALTON DR,WAVERLY,HUMPHREYS,TN,37185-3382,390,Yes,Available,Yes,Available
"HOUSTON (GRAND PKWY), TX",WM Supercenter,5660 W GRAND PKWY S,RICHMOND,FORT BEND,TX,77406-5880,3827,No,Available,No,Available
MERIDIAN S ID,WM Supercenter,795 W OVERLAND RD,MERIDIAN,ADA,ID,83642-6556,3093,No,Available,Yes,Available
"LONGVIEW (SE), TX",WM Supercenter,4006 ESTES PKWY,LONGVIEW,GREGG,TX,75603-1712,3828,Yes,Available,Yes,Available
BOISE COLE ID,Neighborhood Market,3233 N COLE RD,BOISE,ADA,ID,83704-4402,3094,No,,No,
"JOHNSON CITY, TN",WM Supercenter,2915 W MARKET ST,JOHNSON CITY,WASHINGTON,TN,37604-9086,3829,No,Available,Yes,Available
SILSBEE TX,WM Supercenter,1100 US HIGHWAY 96 N,SILSBEE,HARDIN,TX,77656-7298,383,No,,Yes,
"LITTLE EGG HARBOR, NJ",WM Supercenter,631 RT. 9 SOUTH,LITTLE EGG HARBOR,OCEAN,NJ,08087-4031,3830,No,Available,Yes,Available
"PORTSMOUTH, VA",WM Supercenter,1098 FREDERICK BLVD,PORTSMOUTH,PORTSMOUTH CITY,VA,23707-4119,3831,No,Available,Yes,
BELLEVUE WA,Neighborhood Market,15063 MAIN ST,BELLEVUE,KING,WA,98007-5225,3098,Yes,Available,Yes,Available
LA PALMA CA,Neighborhood Market,5420 LA PALMA AVE,LA PALMA,ORANGE,CA,90623-1705,3099,No,,No,
"MESA (SE), AZ",WM Supercenter,1606 S SIGNAL BUTTE RD,MESA,MARICOPA,AZ,85209-1482,3833,No,Available,No,Available
POTEAU OK,WM Supercenter,3108 N BROADWAY ST,POTEAU,LE FLORE,OK,74953-5410,31,Yes,Available,Yes,Available
CROWLEY LA,WM Supercenter,729 ODD FELLOWS RD,CROWLEY,ACADIA,LA,70526-2216,310,No,Not Available,Yes,Not Available
TUPELO MS,WM Supercenter,2270 W MAIN ST,TUPELO,LEE,MS,38801-3144,391,No,Not Available,Yes,Not Available
OOLTEWAH TN,WM Supercenter,5588 LITTLE DEBBIE PKWY,OOLTEWAH,HAMILTON,TN,37363-4356,3835,No,Available,No,Available
LEDGEWOOD MARY LOUISE NJ,WM Supercenter,461 RT 10 SUITE A100,LEDGEWOOD,MORRIS,NJ,07852-0000,3912,Yes,Available,Yes,Available
ANAHEIM CA,Neighborhood Market,121 N BEACH BLVD,ANAHEIM,ORANGE,CA,92801-0000,3101,No,,No,Available
"ROCKTON, IL",WM Supercenter,4781 E ROCKTON RD,ROSCOE,WINNEBAGO,IL,61073-8977,3837,Yes,Available,Yes,Available
PRINCETON MN,WM Supercenter,300 21ST AVE N,PRINCETON,MILLE LACS,MN,55371-6271,3102,No,Available,No,Available
"TARENTUM, PA",WM Supercenter,2010 VILLAGE CENTER DR,TARENTUM,CHESTER,PA,15084-3850,3838,No,Not Available,No,Not Available
BLUE SPRINGS MS,WM On Campus/RX Facilities,1200 MAGNOLIA WAY,BLUE SPRINGS,UNION,MS,38828-6000,3913,No,,No,
GODDARD KS,WM Supercenter,18631 W KELLOGG DR,GODDARD,SEDGWICK,KS,67052-9221,3103,No,,Yes,
DEERFIELD BEACH FL,Neighborhood Market,1101 S MILITARY TRL,DEERFIELD BEACH,BROWARD,FL,33442-7645,3104,No,,No,
LUMBERTON TX,WM Supercenter,100 NO. LHS DRIVE,LUMBERTON,HARDIN,TX,77657-8619,384,No,,Yes,Available
WEATHERFORD OK,WM Supercenter,1349 E EAGLE RD,WEATHERFORD,CUSTER,OK,73096-9208,392,No,Available,Yes,Available
SAN ANTONIO CITY SOUTH TX,WM Supercenter,8538 INTERSTATE HWY 35 S,SAN ANTONIO,BEXAR,TX,78211-4000,3106,No,Not Available,Yes,Available
SAN ANTONIO LEON SPRINGS TX,WM Supercenter,24403 W INTERSTATE 10,SAN ANTONIO,BEXAR,TX,78257-1447,3107,Yes,Available,Yes,Available
JACKSON TN/BEMIS,WM Supercenter,2171 S HIGHLAND AVE,JACKSON,MADISON,TN,38301-7739,393,No,,Yes,Available
FRANKLIN LA EF,Wal-Mart,200 NORTHWEST BLVD,FRANKLIN,ST. MARY,LA,70538-3120,311,Yes,Available,Yes,Available
CHICAGO ENGLEWOOD 76TH & ASHLAND IL,Neighborhood Market,7535 S ASHLAND AVE,CHICAGO,COOK,IL,60620-4246,3110,No,,Yes,
MIAMI FL,Neighborhood Market,14325 SW 268TH ST,NARANJA,MIAMI-DADE,FL,33032-8298,3935,Yes,,Yes,Available
SPRINGFIELD MO,Neighborhood Market,545 EL CAMINO ALTO DR,SPRINGFIELD,GREENE,MO,65802-0000,3111,No,,No,
MOULTON AL,WM Supercenter,15445 HIGHWAY 24,MOULTON,LAWRENCE,AL,35650-6602,394,No,,No,Available
CHULA VISTA CA,WM Supercenter,875 E H ST,CHULA VISTA,SAN DIEGO,CA,91910-7807,3947,No,Available,Yes,Available
MISSION TX,WM Supercenter,2410 E EXPRESSWAY 83,MISSION,HIDALGO,TX,78572-8101,395,Yes,,Yes,Available
KNOXVILLE TN,Neighborhood Market,3120 McKamey Rd,KNOXVILLE,KNOX,TN,37921-4982,3959,No,,Yes,Not Available
ANDERSON SC,WM Supercenter,3812 LIBERTY HWY,ANDERSON,ANDERSON,SC,29621-1344,396,Yes,Available,Yes,Available
"MCALLEN, TX",WM Supercenter,1200 E JACKSON AVE,MCALLEN,HIDALGO,TX,78503-1605,397,No,Available,Yes,Available
LONGVIEW TX,WM Supercenter,515 E LOOP 281,LONGVIEW,GREGG,TX,75605-5001,398,No,Available,No,Available
SPANISH FORK UT,Neighborhood Market,898 S 2550 E,SPANISH FORK,UTAH,UT,84660-6190,3988,No,,No,Available
LONGVIEW TX,WM Supercenter,2440 GILMER RD,LONGVIEW,GREGG,TX,75604-2134,399,Yes,Available,Yes,Available
MERIDIAN E MS,Neighborhood Market,3310-A HIGHWAY 39 NORTH,MERIDIAN,LAUDERDALE,MS,39301-0000,3990,Yes,Available,Yes,Available
SILOAM SPRINGS AR,WM Supercenter,2901 HIGHWAY 412 E,SILOAM SPRINGS,BENTON,AR,72761-8673,4,Yes,Available,Yes,Available
MOBERLY MO,WM Supercenter,1301 E HIGHWAY 24,MOBERLY,RANDOLPH,MO,65270-3683,40,Yes,,Yes,
CONROE TX,WM Supercenter,1407 N LOOP 336 W,CONROE,MONTGOMERY,TX,77304-3503,400,No,,Yes,
PLAQUEMINE LA,WM Supercenter,59690 BELLEVIEW DR,PLAQUEMINE,IBERVILLE,LA,70764-6501,401,Yes,Available,Yes,Available
BREAUX BRIDGE LA,WM Supercenter,1932 REES ST,BREAUX BRIDGE,ST. MARTIN,LA,70517-4212,402,No,Available,Yes,Available
RUSSELVILLE AL,WM Supercenter,13675 HIGHWAY 43,RUSSELLVILLE,FRANKLIN,AL,35653-2831,403,No,,No,Not Available
SAN MARCOS TX,WM Supercenter,1015 HIGHWAY 80,SAN MARCOS,HAYS,TX,78666-8111,404,No,Not Available,No,Not Available
"WHOLESALE TRADING CENTER-LINDEN, NJ",Sam's Club,1900 EAST LINDEN AVENUE,LINDEN,UNION,NJ,07036-1133,4041,,,,
GARLAND 78 & MILLER TX,Neighborhood Market,1855 S GARLAND AVE,GARLAND,DALLAS,TX,75040-0000,4046,No,Not Available,No,Not Available
ASCENSION PARISH EAST LA,Neighborhood Market,40567 HWY 42,PRAIRIEVILLE,ASCENSION,LA,70769-5250,4048,No,Not Available,Yes,Not Available
OLYMPIA FIELDS IL,WM Supercenter,21000 WESTERN AVE,OLYMPIA FIELDS,COOK,IL,60461-1935,4049,Yes,Available,Yes,Available
LEESVILLE LA,WM Supercenter,2204 S 5TH ST,LEESVILLE,VERNON,LA,71446-5318,405,Yes,Available,Yes,Available
INDIANAPOLIS N. MICHIGAN RD. IN,Neighborhood Market,5555 MICHIGAN RD,INDIANAPOLIS,MARION,IN,46228-2219,4053,No,,Yes,
INDIANAPOLIS KENTUCKY AVE. IN,Neighborhood Market,4837 KENTUCKY AVE,INDIANAPOLIS,MARION,IN,46221-3533,4054,No,,No,Available
SAN ANTONIO UNIVERSAL CITY TX,WM Supercenter,510 KITTY HAWK RD,UNIVERSAL CITY,BEXAR,TX,78148-3961,4055,No,,Yes,Available
SAN ANTONIO KITTY HAWK & TOEPPERWEIN TX,Neighborhood Market,10781 TOEPPERWEIN RD,CONVERSE,BEXAR,TX,78109-2561,4056,No,Available,No,Available
JOPLIN 7TH MO,Neighborhood Market,1600 EAST 7TH ST,JOPLIN,JASPER,MO,64801-0000,4057,Yes,Available,Yes,Available
MORENO VALLEY S CA LND,WM Supercenter,TBA 4059,MORENO VALLEY,RIVERSIDE,CA,92555-0000,4059,,,,
"SMYRNA, TN",WM Supercenter,570 ENON SPRINGS RD E,SMYRNA,RUTHERFORD,TN,37167-4409,406,No,Available,Yes,Available
IONA FT MYERS FL,WM Supercenter,17105 SAN CARLOS BLVD,FORT MYERS BEACH,LEE,FL,33931-5305,4063,Yes,Available,Yes,Available
VIRGINIA BEACH FX VA,WM Supercenter,4821 VIRGINIA BEACH BLVD,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23462-6710,4064,No,Not Available,No,Not Available
WILMINGTON BAYSHORE NC,WM Supercenter,8035 MARKET ST,WILMINGTON,NEW HANOVER,NC,28411-9385,4065,No,Available,Yes,Available
SPANISH FORK UT,WM Supercenter,1206 N CANYON CREEK PKWY,SPANISH FORK,UTAH,UT,84660-1319,4068,No,Available,No,Available
KILLEEN TX,WM Supercenter,1400 LOWES BLVD,KILLEEN,BELL,TX,76542-5201,407,No,Not Available,Yes,Not Available
"PORT ARTHUR, TX",WM Supercenter,8585 MEMORIAL BLVD,PORT ARTHUR,JEFFERSON,TX,77640-7012,408,Yes,Available,Yes,Available
HALEYVILLE AL,WM Supercenter,42466 HIGHWAY 195,HALEYVILLE,WINSTON,AL,35565-7052,409,No,,Yes,
BARTLESVILLE OK,WM Supercenter,4000 SE GREEN COUNTRY RD,BARTLESVILLE,WASHINGTON,OK,74006-5000,41,No,,Yes,Available
MURRAY KY,WM Supercenter,809 N 12TH ST,MURRAY,CALLOWAY,KY,42071-1648,410,No,,No,Not Available
PROVO UNIVERSITY UT,Neighborhood Market,2255 N UNIVERSITY PKWY,PROVO,UTAH,UT,84604-1588,4100,Yes,Available,Yes,Available
LONG BEACH NW CA,WM Supercenter,3705 E SOUTH ST,LONG BEACH,LOS ANGELES,CA,90805-4521,4101,No,,No,
CASTROVILLE TX,WM Supercenter,1151 US HWY 90 E,CASTROVILLE,MEDINA,TX,78009-0000,4102,Yes,Available,Yes,Available
DEVINE TX,WM Supercenter,175 INTERSTATE 35 N,DEVINE,MEDINA,TX,78016-4466,4103,No,,No,
DENTON TEASLEY TX,Neighborhood Market,3930 TEASLEY LN,DENTON,DENTON,TX,76210-8422,4104,No,,No,Available
EL PASO REDD & DONIPHAN TX,Neighborhood Market,101 E. REDD RD,EL PASO,EL PASO,TX,79932-0000,4105,No,,Yes,Available
SPRINGDALE ELM SPRINGS AR,WM Supercenter,4870 ELM SPRINGS RD,SPRINGDALE,WASHINGTON,AR,72762-3749,4108,No,Available,Yes,Available
BOSSIER CITY LA,Sam's Club,2861 BEENE BLVD,BOSSIER CITY,BOSSIER,LA,71111-0000,4109,Yes,,Yes,
HOUSTON MS EF,Wal-Mart,660 E MADISON ST,HOUSTON,CHICKASAW,MS,38851-2411,411,No,Available,Yes,Available
RICHMOND TX,WM Supercenter,26824 FM 1093 RD,RICHMOND,FORT BEND,TX,77406-1710,4111,Yes,Available,Yes,Available
BROWNSVILLE N TX,WM Supercenter,2205 RUBEN TORRES SR BLVD,BROWNSVILLE,CAMERON,TX,78526-7439,4112,Yes,,Yes,
LONGVIEW GILMER RD TX,Neighborhood Market,3812 GILMER RD,LONGVIEW,GREGG,TX,75604-0000,4114,Yes,Available,Yes,Available
SAN ANTONIO CIBOLO TX,WM Supercenter,602 CIBOLO VALLEY DR,CIBOLO,GUADALUPE,TX,78108-3801,4115,No,Available,Yes,Available
SHEPHERDSVILLE KY,WM Supercenter,545 CONESTOGA PKWY,SHEPHERDSVILLE,BULLITT,KY,40165-6666,4118,No,Available,Yes,Available
ATHENS TX,WM Supercenter,1405 E TYLER ST,ATHENS,HENDERSON,TX,75751-4613,412,No,,Yes,Not Available
Woodland CA,Neighborhood Market,215 CALIFORNIA ST,WOODLAND,YOLO,CA,95695-2910,4127,No,,No,
Russellville AR,Neighborhood Market,2109 W MAIN ST,RUSSELLVILLE,POPE,AR,72801-0000,4128,No,,Yes,Available
Ponchatoula LA,WM Supercenter,1331 HWY 51,PONCHATOULA,TANGIPAHOA,LA,70454-3549,4129,No,Available,Yes,Available
PORT ISABEL TX,WM Supercenter,1401 STATE HIGHWAY 100,PORT ISABEL,CAMERON,TX,78578-2480,413,No,,Yes,
Kyle TX,WM Supercenter,5754 KYLE PKWY,KYLE,HAYS,TX,78640-2404,4130,No,Available,Yes,Available
San Antonio Culebra TX,WM Supercenter,9427 CULEBRA RD,SAN ANTONIO,BEXAR,TX,78251-3599,4131,No,,No,
Downey CA,WM Supercenter,9001 APOLLO WAY,DOWNEY,LOS ANGELES,CA,90242-4033,4132,No,Available,No,
Stanton Beach CA,Neighborhood Market,12840 BEACH BLVD,STANTON,ORANGE,CA,90680-4005,4134,No,,No,
Tacoma WA,WM Supercenter,1965 S. UNION AVE,TACOMA,PIERCE,WA,98405-1017,4137,Yes,,Yes,
Omaha 132nd & W Maple Rd NE,Neighborhood Market,13105 BIRCH DR,OMAHA,DOUGLAS,NE,68164-5222,4138,No,,Yes,
Omaha Saddlecreek & Davenport NE,Neighborhood Market,360 NORTH SADDLECREEK ROAD,OMAHA,DOUGLAS,NE,68131-0000,4139,Yes,Not Available,Yes,Available
WICHITA FALLS TX,WM Supercenter,5131 GREENBRIAR RD,WICHITA FALLS,WICHITA,TX,76302-4151,414,No,Available,No,Available
Miami Flagami FL,Neighborhood Market,6991 SW 8TH ST,MIAMI,MIAMI-DADE,FL,33144-4743,4140,No,Available,No,Available
Largo Starkey FL,Neighborhood Market,9020 ULMERTON RD,LARGO,PINELLAS,FL,33771-3820,4141,No,,Yes,
Orlando Pershing FL,Neighborhood Market,4520 S SEMORAN BLVD,ORLANDO,ORANGE,FL,32822-2408,4142,Yes,Available,Yes,Available
Augusta Wrightsbro GA,WM Supercenter,3338 WRIGHTSBORO RD,AUGUSTA,RICHMOND,GA,30909-2811,4144,No,,No,Available
Greer Middleton SC,Neighborhood Market,805 W WADE HAMPTON BLVD STE B,GREER,SPARTANBURG,SC,29650-1311,4145,Yes,Available,Yes,Available
Morrisville Davis NC,Neighborhood Market,3560 DAVIS DR,MORRISVILLE,WAKE,NC,27560-8819,4147,No,,No,
Charlotte Harris NC,Neighborhood Market,8800 EAST W T HARRIS BLVD,CHARLOTTE,MECKLENBURG,NC,28227-0000,4148,No,,No,
ST MARTINVILLE LA,WM Supercenter,123 SAINT NAZAIRE RD,BROUSSARD,ST. MARTIN,LA,70518-4202,415,No,Not Available,Yes,Not Available
Old Bridge NJ,WM Supercenter,2825 STATE ROUTE 18,OLD BRIDGE,MIDDLESEX,NJ,08857-3798,4153,No,Available,No,Available
Derby VT,WM Supercenter,115 SEYMOUR DRIVE,DERBY,ORLEANS,VT,05829-0000,4156,No,,Yes,
Cary High House NC,Neighborhood Market,2750 NC 55 HWY,CARY,WAKE,NC,27519-6205,4157,No,Available,Yes,Available
Orlando Boggy Creek FL,Neighborhood Market,2850 E OSCEOLA PARKWAY,KISSIMMEE,OSCEOLA,FL,34743-0000,4159,Yes,Available,Yes,Available
MURFREESBORO S TN,WM Supercenter,140 JOE B JACKSON PARKWAY,MURFREESBORO,RUTHERFORD,TN,37127-0000,416,No,Available,Yes,Available
Orlando Columbia FL,Neighborhood Market,1101 S GOLDWYN AVE,ORLANDO,ORANGE,FL,32805-4307,4160,Yes,Available,Yes,Available
Miami Foutainbleau FL,WM Supercenter,9191 W FLAGLER ST,MIAMI,MIAMI-DADE,FL,33174-2405,4161,No,,No,
San Antonio Wurzbach TX,WM Supercenter,12639 BLANCO RD,SAN ANTONIO,BEXAR,TX,78216-8103,4162,No,,Yes,Available
Cedar Park E TX,WM Supercenter,2801 E WHITESTONE BLVD,CEDAR PARK,WILLIAMSON,TX,78613-1200,4163,Yes,Available,Yes,Available
Kaufman TX,WM Supercenter,300 KINGS FORT PKWY,KAUFMAN,KAUFMAN,TX,75142-3575,4164,No,,Yes,Not Available
Fort Worth Jacksboro & River Oaks TX,WM Supercenter,2245 JACKSBORO HWY,FORT WORTH,TARRANT,TX,76114-2319,4165,No,Available,Yes,Available
Sweetwater TN,WM Supercenter,935 HIGHWAY 11 S,SWEETWATER,MONROE,TN,37874-5730,4166,Yes,Available,Yes,Available
Beebe AR,WM Supercenter,2003 W CENTER ST,BEEBE,WHITE,AR,72012-2544,4168,Yes,Available,Yes,Available
El Cajon 2nd st CA,Neighborhood Market,300 NORTH SECOND STREET,EL CAJON,SAN DIEGO,CA,92021-0000,4169,No,Available,Yes,Available
SULPHUR SPRINGS TX,WM Supercenter,1750 S BROADWAY ST,SULPHUR SPRINGS,HOPKINS,TX,75482-4902,417,Yes,,Yes,Not Available
Garden Grove CA,WM Supercenter,11822 GILBERT ST,GARDEN GROVE,ORANGE,CA,92841-2720,4171,No,Available,Yes,Available
San Jose Sun Garden Center CA,Neighborhood Market,1450 MONTEREY RD,SAN JOSE,SANTA CLARA,CA,95110-3445,4174,No,,Yes,
Sherwood OR,WM Supercenter,21320 SW LANGER FARMS PKWY,SHERWOOD,WASHINGTON,OR,97140-9105,4176,No,Available,Yes,Available
